[2025-04-08 09:24:08,669] [UserIP.py:88] [UserIP:process_response] [INFO]- 2025-04-08 09:24:08: C1010S3/AnonymousUser/Cao.Edwin> None/EDWIN/bxbei > 127.0.0.1/127.0.0.1 > <WSGIRequest: POST '/TestDeviceLNV/TestDeviceListLNV/'>
[2025-04-08 09:27:46,271] [UserIP.py:88] [UserIP:process_response] [INFO]- 2025-04-08 09:27:46: C1010S3/AnonymousUser/Cao.Edwin> None/EDWIN/bxbei > 127.0.0.1/127.0.0.1 > <WSGIRequest: POST '/TestDeviceLNV/TestDeviceListLNV/'>
[2025-04-08 09:27:49,042] [UserIP.py:88] [UserIP:process_response] [INFO]- 2025-04-08 09:27:49: C1010S3/AnonymousUser/Cao.Edwin> None/EDWIN/bxbei > 127.0.0.1/127.0.0.1 > <WSGIRequest: POST '/TestDeviceLNV/TestDeviceListLNV/'>
[2025-04-08 09:28:05,425] [UserIP.py:88] [UserIP:process_response] [INFO]- 2025-04-08 09:28:05: C1010S3/AnonymousUser/Cao.Edwin> None/EDWIN/bxbei > 127.0.0.1/127.0.0.1 > <WSGIRequest: POST '/TestDeviceLNV/TestDeviceListLNV/'>
[2025-04-08 09:28:08,446] [UserIP.py:88] [UserIP:process_response] [INFO]- 2025-04-08 09:28:08: C1010S3/AnonymousUser/Cao.Edwin> None/EDWIN/bxbei > 127.0.0.1/127.0.0.1 > <WSGIRequest: POST '/TestDeviceLNV/TestDeviceListLNV/'>
[2025-04-08 09:28:30,447] [UserIP.py:88] [UserIP:process_response] [INFO]- 2025-04-08 09:28:30: C1010S3/AnonymousUser/Cao.Edwin> None/EDWIN/bxbei > 127.0.0.1/127.0.0.1 > <WSGIRequest: POST '/TestDeviceLNV/TestDeviceListLNV/'>
[2025-04-08 09:28:33,614] [UserIP.py:88] [UserIP:process_response] [INFO]- 2025-04-08 09:28:33: C1010S3/AnonymousUser/Cao.Edwin> None/EDWIN/bxbei > 127.0.0.1/127.0.0.1 > <WSGIRequest: POST '/TestDeviceLNV/TestDeviceListLNV/'>
[2025-04-08 09:29:07,519] [UserIP.py:88] [UserIP:process_response] [INFO]- 2025-04-08 09:29:07: C1010S3/AnonymousUser/Cao.Edwin> None/EDWIN/bxbei > 127.0.0.1/127.0.0.1 > <WSGIRequest: POST '/TestDeviceLNV/TestDeviceListLNV/'>
[2025-04-08 09:29:09,759] [UserIP.py:88] [UserIP:process_response] [INFO]- 2025-04-08 09:29:09: C1010S3/AnonymousUser/Cao.Edwin> None/EDWIN/bxbei > 127.0.0.1/127.0.0.1 > <WSGIRequest: POST '/TestDeviceLNV/TestDeviceListLNV/'>
[2025-04-08 09:32:09,219] [UserIP.py:88] [UserIP:process_response] [INFO]- 2025-04-08 09:32:09: C1010S3/AnonymousUser/Cao.Edwin> None/EDWIN/bxbei > 127.0.0.1/127.0.0.1 > <WSGIRequest: POST '/TestDeviceLNV/TestDeviceListLNV/'>
[2025-04-08 09:33:40,200] [UserIP.py:88] [UserIP:process_response] [INFO]- 2025-04-08 09:33:40: C1010S3/AnonymousUser/Cao.Edwin> None/EDWIN/bxbei > 127.0.0.1/127.0.0.1 > <WSGIRequest: POST '/TestDeviceLNV/TestDeviceListLNV/'>
